timestamp,elapsed_sec,event,details
15:10:06,1.07,PIPELINE_STARTED,state=SEARCHING
15:10:08,2.69,FACE_IGNORED,score=0.00
15:10:08,2.80,FACE_IGNORED,score=0.00
15:10:11,6.19,FACE_IGNORED,score=0.35
15:10:11,6.20,FACE_IGNORED,score=0.35
15:10:11,6.32,FACE_IGNORED,score=0.35
15:10:11,6.35,FACE_IGNORED,score=0.35
15:10:11,6.45,FACE_IGNORED,score=0.35
15:10:11,6.47,FACE_IGNORED,score=0.35
15:10:11,6.59,FACE_IGNORED,score=0.29
15:10:12,6.72,FACE_IGNORED,score=0.29
15:10:12,6.84,FACE_IGNORED,score=0.40
15:10:12,6.97,FACE_IGNORED,score=0.40
15:10:12,7.08,FACE_IGNORED,score=0.40
15:10:12,7.23,FACE_IGNORED,score=0.40
15:10:12,7.33,FACE_IGNORED,score=0.40
15:10:12,7.45,FACE_IGNORED,score=0.40
15:10:12,7.57,FACE_IGNORED,score=0.40
15:10:13,7.69,FACE_IGNORED,score=0.40
15:10:13,7.82,FACE_IGNORED,score=0.30
15:10:13,7.82,FACE_IGNORED,score=0.28
15:10:13,7.94,FACE_IGNORED,score=0.30
15:10:13,7.95,FACE_IGNORED,score=0.28
15:10:13,8.08,FACE_IGNORED,score=0.30
15:10:13,8.09,FACE_IGNORED,score=0.28
15:10:13,8.21,FACE_IGNORED,score=0.30
15:10:13,8.24,FACE_IGNORED,score=0.28
15:10:13,8.34,FACE_IGNORED,score=0.30
15:10:13,8.35,FACE_IGNORED,score=0.28
15:10:13,8.49,FACE_IGNORED,score=0.30
15:10:13,8.51,FACE_IGNORED,score=0.28
15:10:14,8.86,TARGET_ACQUIRED,"name=seele, score=0.53, mode=FACE_TRACK"
15:10:14,9.10,SERVO_ANGLE_UPDATED,"pan=87, tilt=93"
15:10:14,9.15,SERVO_ANGLE_UPDATED,"pan=84, tilt=96"
15:10:14,9.20,SERVO_ANGLE_UPDATED,"pan=81, tilt=99"
15:10:14,9.25,SERVO_ANGLE_UPDATED,"pan=78, tilt=102"
15:10:14,9.30,SERVO_ANGLE_UPDATED,"pan=75, tilt=105"
15:10:14,9.35,SERVO_ANGLE_UPDATED,"pan=72, tilt=108"
15:10:14,9.41,SERVO_ANGLE_UPDATED,"pan=69, tilt=111"
