timestamp,elapsed_sec,event,details
14:52:59,1.17,PIPELINE_STARTED,state=SEARCHING
14:53:06,8.38,FACE_IGNORED,score=0.11
14:53:06,8.49,FACE_IGNORED,score=0.11
14:53:07,8.60,FACE_IGNORED,score=0.11
14:53:07,8.74,FACE_IGNORED,score=0.11
14:53:07,8.82,FACE_IGNORED,score=0.00
14:53:07,8.84,FACE_IGNORED,score=0.00
14:53:07,8.84,FACE_IGNORED,score=0.00
14:53:07,8.92,FACE_IGNORED,score=0.00
14:53:07,8.94,FACE_IGNORED,score=0.00
14:53:07,8.94,FACE_IGNORED,score=0.00
14:53:07,9.02,FACE_IGNORED,score=0.00
14:53:07,9.02,FACE_IGNORED,score=0.00
14:53:07,9.02,FACE_IGNORED,score=0.00
14:53:07,9.12,FACE_IGNORED,score=0.00
14:53:07,9.12,FACE_IGNORED,score=0.00
14:53:07,9.12,FACE_IGNORED,score=0.00
14:53:07,9.21,FACE_IGNORED,score=0.00
14:53:07,9.22,FACE_IGNORED,score=0.00
14:53:07,9.22,FACE_IGNORED,score=0.00
14:53:07,9.31,FACE_IGNORED,score=0.00
14:53:07,9.31,FACE_IGNORED,score=0.00
14:53:07,9.31,FACE_IGNORED,score=0.00
14:53:07,9.40,FACE_IGNORED,score=0.00
14:53:07,9.41,FACE_IGNORED,score=0.00
14:53:07,9.41,FACE_IGNORED,score=0.00
14:53:07,9.51,FACE_IGNORED,score=0.00
14:53:07,9.51,FACE_IGNORED,score=0.00
14:53:07,9.52,FACE_IGNORED,score=0.00
14:53:08,9.60,FACE_IGNORED,score=0.00
14:53:08,9.60,FACE_IGNORED,score=0.00
14:53:08,9.60,FACE_IGNORED,score=0.00
14:53:08,9.70,FACE_IGNORED,score=0.00
14:53:08,9.70,FACE_IGNORED,score=0.00
14:53:08,9.70,FACE_IGNORED,score=0.00
14:53:08,9.79,FACE_IGNORED,score=0.00
14:53:08,9.79,FACE_IGNORED,score=0.00
14:53:08,9.79,FACE_IGNORED,score=0.00
14:53:08,9.89,FACE_IGNORED,score=0.00
14:53:08,9.89,FACE_IGNORED,score=0.00
14:53:08,9.89,FACE_IGNORED,score=0.00
14:53:08,9.97,FACE_IGNORED,score=0.00
14:53:08,9.99,FACE_IGNORED,score=0.00
14:53:08,9.99,FACE_IGNORED,score=0.00
14:53:08,10.07,FACE_IGNORED,score=0.00
14:53:08,10.07,FACE_IGNORED,score=0.00
14:53:08,10.09,FACE_IGNORED,score=0.00
14:53:08,10.17,FACE_IGNORED,score=0.00
14:53:08,10.17,FACE_IGNORED,score=0.00
14:53:08,10.17,FACE_IGNORED,score=0.00
14:53:08,10.26,FACE_IGNORED,score=0.00
14:53:08,10.27,FACE_IGNORED,score=0.00
14:53:08,10.27,FACE_IGNORED,score=0.00
14:53:08,10.36,FACE_IGNORED,score=0.00
14:53:08,10.36,FACE_IGNORED,score=0.00
14:53:08,10.38,FACE_IGNORED,score=0.00
14:53:08,10.46,FACE_IGNORED,score=0.00
14:53:08,10.46,FACE_IGNORED,score=0.00
14:53:08,10.46,FACE_IGNORED,score=0.00
14:53:09,10.56,FACE_IGNORED,score=0.00
14:53:09,10.56,FACE_IGNORED,score=0.00
14:53:09,10.56,FACE_IGNORED,score=0.00
14:53:09,10.66,FACE_IGNORED,score=0.00
14:53:09,10.66,FACE_IGNORED,score=0.00
14:53:09,10.66,FACE_IGNORED,score=0.00
14:53:09,10.75,FACE_IGNORED,score=0.00
14:53:09,10.75,FACE_IGNORED,score=0.00
14:53:09,10.76,FACE_IGNORED,score=0.00
14:53:09,10.83,FACE_IGNORED,score=0.00
14:53:09,10.85,FACE_IGNORED,score=0.00
14:53:09,10.85,FACE_IGNORED,score=0.00
14:53:09,10.93,FACE_IGNORED,score=0.00
14:53:09,10.95,FACE_IGNORED,score=0.00
14:53:09,10.95,FACE_IGNORED,score=0.00
14:53:09,11.03,FACE_IGNORED,score=0.00
14:53:09,11.03,FACE_IGNORED,score=0.00
14:53:09,11.03,FACE_IGNORED,score=0.00
14:53:09,11.13,FACE_IGNORED,score=0.00
14:53:09,11.13,FACE_IGNORED,score=0.00
14:53:09,11.14,FACE_IGNORED,score=0.00
14:53:09,11.21,FACE_IGNORED,score=0.00
14:53:09,11.23,FACE_IGNORED,score=0.00
14:53:09,11.23,FACE_IGNORED,score=0.00
14:53:09,11.31,FACE_IGNORED,score=0.00
14:53:09,11.31,FACE_IGNORED,score=0.00
14:53:09,11.33,FACE_IGNORED,score=0.00
14:53:09,11.41,FACE_IGNORED,score=0.00
14:53:09,11.41,FACE_IGNORED,score=0.00
14:53:09,11.41,FACE_IGNORED,score=0.00
14:53:09,11.51,FACE_IGNORED,score=0.00
14:53:09,11.51,FACE_IGNORED,score=0.00
14:53:09,11.51,FACE_IGNORED,score=0.00
14:53:10,11.59,FACE_IGNORED,score=0.00
14:53:10,11.61,FACE_IGNORED,score=0.00
14:53:10,11.61,FACE_IGNORED,score=0.00
14:53:10,11.69,FACE_IGNORED,score=0.00
14:53:10,11.69,FACE_IGNORED,score=0.00
14:53:10,11.69,FACE_IGNORED,score=0.00
14:53:10,11.79,FACE_IGNORED,score=0.00
14:53:10,11.79,FACE_IGNORED,score=0.00
14:53:10,11.79,FACE_IGNORED,score=0.00
14:53:10,11.88,FACE_IGNORED,score=0.00
14:53:10,11.88,FACE_IGNORED,score=0.00
14:53:10,11.89,FACE_IGNORED,score=0.00
14:53:10,11.98,FACE_IGNORED,score=0.00
14:53:10,11.98,FACE_IGNORED,score=0.00
14:53:10,11.98,FACE_IGNORED,score=0.00
14:53:10,12.07,FACE_IGNORED,score=0.00
14:53:10,12.07,FACE_IGNORED,score=0.00
14:53:10,12.08,FACE_IGNORED,score=0.00
14:53:10,12.17,FACE_IGNORED,score=0.00
14:53:10,12.17,FACE_IGNORED,score=0.00
14:53:10,12.17,FACE_IGNORED,score=0.00
14:53:10,12.26,FACE_IGNORED,score=0.00
14:53:10,12.27,FACE_IGNORED,score=0.00
14:53:10,12.27,FACE_IGNORED,score=0.00
14:53:10,12.35,FACE_IGNORED,score=0.00
14:53:10,12.35,FACE_IGNORED,score=0.00
14:53:10,12.37,FACE_IGNORED,score=0.00
14:53:10,12.45,FACE_IGNORED,score=0.00
14:53:10,12.45,FACE_IGNORED,score=0.00
14:53:10,12.45,FACE_IGNORED,score=0.00
14:53:10,12.54,FACE_IGNORED,score=0.00
14:53:10,12.54,FACE_IGNORED,score=0.00
14:53:11,12.55,FACE_IGNORED,score=0.00
14:53:11,12.64,FACE_IGNORED,score=0.00
14:53:11,12.64,FACE_IGNORED,score=0.00
14:53:11,12.64,FACE_IGNORED,score=0.00
14:53:11,12.72,FACE_IGNORED,score=0.00
14:53:11,12.74,FACE_IGNORED,score=0.00
14:53:11,12.74,FACE_IGNORED,score=0.00
14:53:11,12.82,FACE_IGNORED,score=0.00
14:53:11,12.82,FACE_IGNORED,score=0.00
14:53:11,12.82,FACE_IGNORED,score=0.00
14:53:11,12.92,FACE_IGNORED,score=0.00
14:53:11,12.92,FACE_IGNORED,score=0.00
14:53:11,12.92,FACE_IGNORED,score=0.00
14:53:11,13.01,FACE_IGNORED,score=0.00
14:53:11,13.01,FACE_IGNORED,score=0.00
14:53:11,13.02,FACE_IGNORED,score=0.00
14:53:11,13.11,FACE_IGNORED,score=0.00
14:53:11,13.11,FACE_IGNORED,score=0.00
14:53:11,13.11,FACE_IGNORED,score=0.00
14:53:11,13.19,FACE_IGNORED,score=0.00
14:53:11,13.21,FACE_IGNORED,score=0.00
14:53:11,13.21,FACE_IGNORED,score=0.00
14:53:11,13.29,FACE_IGNORED,score=0.00
14:53:11,13.31,FACE_IGNORED,score=0.00
14:53:11,13.31,FACE_IGNORED,score=0.00
14:53:11,13.40,FACE_IGNORED,score=0.00
14:53:11,13.40,FACE_IGNORED,score=0.00
14:53:11,13.40,FACE_IGNORED,score=0.00
14:53:11,13.50,FACE_IGNORED,score=0.00
14:53:11,13.50,FACE_IGNORED,score=0.00
14:53:11,13.50,FACE_IGNORED,score=0.00
14:53:12,13.59,FACE_IGNORED,score=0.00
14:53:12,13.60,FACE_IGNORED,score=0.00
14:53:12,13.60,FACE_IGNORED,score=0.00
14:53:12,13.68,FACE_IGNORED,score=0.00
14:53:12,13.69,FACE_IGNORED,score=0.00
14:53:12,13.70,FACE_IGNORED,score=0.00
14:53:12,13.78,FACE_IGNORED,score=0.00
14:53:12,13.78,FACE_IGNORED,score=0.00
14:53:12,13.78,FACE_IGNORED,score=0.00
14:53:12,13.88,FACE_IGNORED,score=0.00
14:53:12,13.88,FACE_IGNORED,score=0.00
14:53:12,13.88,FACE_IGNORED,score=0.00
14:53:12,13.97,FACE_IGNORED,score=0.00
14:53:12,13.97,FACE_IGNORED,score=0.00
14:53:12,13.98,FACE_IGNORED,score=0.00
14:53:12,14.07,FACE_IGNORED,score=0.00
14:53:12,14.07,FACE_IGNORED,score=0.00
