timestamp,elapsed_sec,event,details
01:12:21,0.96,PIPELINE_STARTED,state=SEARCHING
01:12:35,15.79,FACE_IGNORED,score=0.00
01:12:36,16.27,FACE_IGNORED,score=0.00
01:12:36,16.37,FACE_IGNORED,score=0.00
01:12:36,16.54,FACE_IGNORED,score=0.00
01:12:36,16.87,FACE_IGNORED,score=0.00
01:12:37,16.96,FACE_IGNORED,score=0.00
01:12:37,17.06,FACE_IGNORED,score=0.00
01:12:37,17.44,FACE_IGNORED,score=0.10
01:12:37,17.50,FACE_IGNORED,score=0.09
01:12:37,17.50,FACE_IGNORED,score=0.00
01:12:37,17.52,FACE_IGNORED,score=0.09
01:12:37,17.63,FACE_IGNORED,score=0.00
01:12:37,17.72,FACE_IGNORED,score=0.00
01:12:37,17.81,FACE_IGNORED,score=0.00
01:12:37,17.83,FACE_IGNORED,score=0.15
01:12:38,17.91,FACE_IGNORED,score=0.00
01:12:38,17.97,FACE_IGNORED,score=0.17
01:12:38,18.06,FACE_IGNORED,score=0.00
01:12:38,18.08,FACE_IGNORED,score=0.08
01:12:38,18.21,FACE_IGNORED,score=0.16
01:12:38,18.21,FACE_IGNORED,score=0.00
01:12:38,18.34,FACE_IGNORED,score=0.11
01:12:38,18.34,FACE_IGNORED,score=0.00
01:12:38,18.47,FACE_IGNORED,score=0.17
01:12:38,18.60,FACE_IGNORED,score=0.20
01:12:38,18.72,FACE_IGNORED,score=0.11
01:12:38,18.75,FACE_IGNORED,score=0.12
01:12:38,18.80,FACE_IGNORED,score=0.13
01:12:39,18.90,FACE_IGNORED,score=0.14
01:12:39,18.90,FACE_IGNORED,score=0.00
01:12:39,19.06,FACE_IGNORED,score=0.16
01:12:39,19.10,FACE_IGNORED,score=0.00
01:12:39,19.22,FACE_IGNORED,score=0.12
01:12:39,19.22,FACE_IGNORED,score=0.00
01:12:39,19.27,FACE_IGNORED,score=0.14
01:12:39,19.37,FACE_IGNORED,score=0.15
01:12:39,19.37,FACE_IGNORED,score=0.00
01:12:39,19.50,FACE_IGNORED,score=0.18
01:12:39,19.51,FACE_IGNORED,score=0.00
01:12:39,19.63,FACE_IGNORED,score=0.00
01:12:39,19.66,FACE_IGNORED,score=0.17
01:12:39,19.76,FACE_IGNORED,score=0.00
01:12:39,19.78,FACE_IGNORED,score=0.15
01:12:40,19.89,FACE_IGNORED,score=0.00
01:12:40,19.91,FACE_IGNORED,score=0.14
01:12:40,20.02,FACE_IGNORED,score=0.00
01:12:40,20.02,FACE_IGNORED,score=0.00
